,Template,Frequency,Class
18838,[O:2].[O:1]-[C:3]>>[O:1].C-C(-C)(-[O:2])-O-[C:3]_1-10_000_000,12,18839
18839,[Sn:1]-[c:2]>>[Sn:1].Cl-[c:2]_10_00_00,12,18840
18840,[C:1]-[C:2]>>[C:1].F-[C:2]_10_00_00,12,18841
18841,[O:3].[O:1]-[C:2]>>[K]-[O:1].[C:2]-[O:3]_00-1_000_000,12,18842
18842,[c:1]:[n:2]:[c:3]:[c:4]>>[C:1]-[N:2]-[C:3]=[C:4]_1100_0000_0000,12,18843
18843,[O:3].[O:4].[N:1]-[C:2]>>[N:1].O-[C:2].C-C(=O)-[O:3].C-C(=O)-[O:4]_10-1-1_0000_0000,12,18844
18844,[c:4]1:[n:3]:[c:2]:[n:1]:[o:5]:1>>O/[N:1]=[C:2]\[N:3].C-C-O-[C:4]=[O:5]_00200_00000_00000,12,18845
18845,[c:1]-[S:4]-[C:3]=[N:2]>>Cl-[c:1].[N:2]-[C:3]=[S:4]_0100_0000_0000,12,18846
18846,[C:2]=[C:3]/[I:1]>>I-[I:1].[C:2]#[C:3]_0-10_000_000,12,18847
18847,[C:2]-[C:3](-[O:1])=[O:4]>>[O:1].Br-[C:2].[C:3]#[O:4]_1000_00-11_0000,12,18848
18848,[C:1]-[O:6]-[c:5]:[c:4]:[c:3]:[n:2]>>O-[C:1].[N:2]=[C:3]-[C:4]-[C:5]=[O:6]_000100_000000_000000,12,18849
18849,[S:5]1-[C:1]-[N:2]-[N:3]=[C:4]-1>>O=[C:1].[N:2]-[N:3]-[C:4]=[S:5]_01100_00000_00000,12,18850
18850,[c:3]1:[c:4]:[c:5]:[n:1]:[n:2]:1>>[N:1]-[N:2].C-C-O/[C:3]=[C:4]/[C:5]=O_21000_00000_00000,12,18851
18851,[O:3].[C:1]=[C:2]>>[C:1].O=[C:2].C-C(-C)(-C)-[O:3]_20-1_000_000,12,18852
18852,[c:1]-[I:2]>>C-[Si](-C)(-C)-[c:1].O=C1-C-C-C(=O)-N-1-[I:2]_00_00_00,12,18853
18853,[N:4].[O:1].[O:2]-[C:3]>>C-[O:1].[Li]-[O:2].[C:3]-[N:4]_-100-1_0000_0000,12,18854
18854,[C:1]-[C:2]>>[C:1].Br-[C:2]_00_-10_00,12,18855
18855,[c:4]:[c:3]:[c:2]:[n:1]>>[N:1].C-C-O-[C:2]\[C:3]=[C:4]_1000_0000_0000,12,18856
18856,[c:6]1:[n:5]:[c:4]:[c:3]:[c:2]:[n:1]:1>>[N:1].C-C-O-[C:2]-[C:3]=[C:4]-[N:5]=[C:6]_2000-10_000000_000000,12,18857
18857,[c:1]-[c:2]:[n:3]>>C-C1(-C)-O-B(-[c:1])-O-C-1(-C)-C.Br-[c:2]:[n:3]-C(=O)-O-C(-C)(-C)-C_00-1_000_000,12,18858
18858,[O:4].[N:1]-[C:2]-[N:3]>>[N:1].[C:2]=[N:3].C-C(-C)(-C)-[Si](-C)(-C)-[O:4]_10-1-1_0000_0000,12,18859
18859,[c:1]:[c:5]:[n:4]:[c:3]:[c:2]>>[c:1].O-[C:2]-[C:3]-[N:4]-[C:5]=O_10110_00000_00000,12,18860
18860,[C:1]#[N:2]>>O-[C:1]=O.Cl-S(=O)(=O)-[N:2]=C=O_00_00_00,12,18861
18861,[C:4]=[C:3]-[C:2]=[O:1]>>C-[Si](-C)(-C)-[O:1]-[C:2]=[C:3]-[C:4]_0001_0000_0000,12,18862
18862,[C:1]-[O:6]-[c:5]:[c:4]:[c:3]:[c:2]>>Cl-[C:1].[C:2]-[C:3]=[C:4]-[C:5]=[O:6]_010000_000000_000000,12,18863
18863,[C:1]=[O:2]>>[C:1].[O:2]=[Mn]=[O]_20_00_00,12,18864
18864,[C:1]-[C:2]>>C-O-[C:1].C-O-C(=O)-[C:2]_00_00_00,12,18865
18865,[N:1]-[C:3]-[N:2]>>[N:1].[N:2].O(-[C:3]-O-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_110_000_000,12,18866
18866,[c:1]:[c:2]:[c:3]:[c:4]>>[c:1].O-[C:2]/[C:3]=[C:4]_1000_0000_0000,12,18867
18867,[c:1]:[n:2]:[c:3]:[n:4]>>Br-[c:1].[N:2]\[C:3]=[N:4]_0100_0000_0000,12,18868
18868,[C:1]-[C:2]>>Br-[C:1].C-O-[C:2]_00_00_00,12,18869
18869,[N:1]-[C:4].[N:2]-[C:3]>>[N:1].[N:2].C-C-O-[C:3].C-C-O-[C:4]_1100_0000_0000,12,18870
18870,[O:1]-[C:3]-[c:2]>>[O:1].[c:2].C-C-O-[C:3]-O-C-C_110_000_000,12,18871
18871,[n:3].[N:1]-[C:2]>>[N:1].O-[C:2].[n:3]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_10-1_000_000,12,18872
18872,[C:1]/[N:2]=[c:3]\[n:4]>>O-[C:1].[N:2]-[c:3]:[n:4]_020-1_0000_0000,12,18873
18873,[c:1]-[I:2]>>N-[c:1].[I:2]-[Cu]-[I]_00_00_00,12,18874
18874,[O:1]-[C:4](-[O:2])-[O:3]>>[O:1].[O:2].[O:3].C-C-O-[C:4](-O-C-C)-O-C-C_1110_0000_0000,12,18875
18875,[c:1]:[s:4]:[c:3]:[n:2]>>I-[c:1].[N:2]-[C:3]=[S:4]_0100_0000_0000,12,18876
18876,[N:2].[c:1]-[C:3]>>Cl-[c:1].C-C(-C)(-C)-O-C(=O)-[N:2].C-C1(-C)-O-B(-[C:3])-O-C-1(-C)-C_0-10_000_000,12,18877
18877,[C:1]-[N:2]>>C-C(-C)(-C)-O-C(=O)-O-[C:1].O=C(-[N:2])-c1:c:c:c:c:c:1_00_00_00,12,18878
18878,[N:3].[N:1]-[c:2]>>[N:1].Br-[c:2].C-O-c1:c:c:c(-C-[N:3]):c(-O-C):c:1_10-1_000_000,12,18879
18879,[C:2]-[N:9]1-[C:8]=[C:7]-[N:6]=[C:5]-[C:4]-1=[N:3]-[S:1]>>Cl-[S:1].Cl-[C:2].[N:3]-[c:4]1:[c:5]:[n:6]:[c:7]:[c:8]:[n:9]:1_002000000_000000000_000000000,12,18880
18880,[C:3]1-[C:1]-[O:2]-[C:5]=[N:4]-1>>[C:1]=[O:2].[C:3]-[N:4]#[C:5]_0010-1_0001-1_00000,12,18881
18881,[n:1]-[C:2]>>[n:1].O=[C:2]_1-1_00_00,12,18882
18882,[n:3].[c:1]-[c:2]>>Cl-[c:1].O-B(-O)-[c:2].C-C(-C)(-C)-O-C(=O)-[n:3]_00-1_000_000,12,18883
18883,[S:6]-[c:4]1:[n:3]:[c:2]:[c:1]:[n:5]:1>>O=[C:1]-[C:2]-[N:3]-[C:4](-[N:5])=[S:6]_01101-1_000000_000000,12,18884
18884,[c:1]1:[c:2]:[n:3]:[n:4]:[c:5]:[n:6]:1>>O=[C:1]-[C:2]=O.[N:3]-[N:4]-[C:5]=[N:6]_002101_000000_000000,12,18885
18885,[n:2].[n:1]-[c:3]>>[n:1].[n:2].I-[c:3]_010_000_000,12,18886
18886,[c:1]:[o:4]:[c:3]:[c:2]>>O-[C:1].[C:2]-[C:3]=[O:4]_0100_0000_0000,12,18887
18887,[O:1]-[C:2]>>O-[O:1].O=C1-O-C-C(-C-c2:c:c:c:c:c:2)-N-1-[C:2]_00_00_00,12,18888
18888,[C:1]-[C:2]>>Br-[C:1].I-[C:2]_00_00_00,12,18889
18889,[O:3].[C:1]-[c:2]>>[C:1].Br-[c:2].C-C-[O:3]_10-1_000_000,12,18890
18890,[n:2].[n:1]-[S:3]>>[n:1].[n:2].Cl-[S:3]_010_000_000,12,18891
18891,[c:2]1:[n:3]:[c:4]:[o:5]:[n:1]:1>>O-[N:1]-[C:2]=[N:3].C-C-C(=O)-O-[C:4]=[O:5]_10100_00000_00000,12,18892
18892,[N:3].[C:1]=[C:2]>>[C:1].O=[C:2].C-C(=O)-[N:3]_20-1_000_000,12,18893
18893,[N:2]-[C:3]-[n:1]>>[n:1].[N:2].Cl-[C:3]-Cl_110_000_000,12,18894
18894,[c:3]1:[c:5]:[c:4]:[n:1]:[n:2]:1>>[N:1]-[N:2].C-C-O-[C:3]=O.O=[C:4]-[C:5]_12002_00000_00000,12,18895
18895,[N:1]-[C:2]>>[N:1].Cl-c1:c(-Cl):c(-Cl):c(-O-[C:2]):c(-Cl):c:1-Cl_10_00_00,12,18896
18896,[c:1]1:[n:5]:[c:4]:[n:3]:[o:2]:1>>C-C-C-C-C(-C-C)-C-O-[C:1]-Cl.[O:2]-[N:3]-[C:4]=[N:5]_01100_00000_00000,12,18897
18897,[O:3].[O:4].[O:1]-[c:2]>>[O:1].Cl-[c:2].O=C(-[O:3])-c1:c:c:c:c:c:1.O=C(-[O:4])-c1:c:c:c:c:c:1_10-1-1_0000_0000,12,18898
18898,[C:1]-[C:2]>>[C:1].Cl-[C:2]_10_00_10,12,18899
18899,[C:1]-[n:4]:[c:3]=[O:2]>>Br-[C:1].[O:2]-[c:3]:[n:4]_0100_0000_2000,12,18900
18900,[N:2]=[C:3](-[N:4])-[O:1]>>[O:1].[N:2].S=[C:3]=[N:4]_120-1_0000_0000,12,18901
18901,[c:1]-[C:2]>>I-[c:1].[C:2]-[S+](-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_00_00_00,12,18902
18902,[C:1]=[C:2]>>[C:1].C-O-[C:2]=[O:3]_20-1_000_000,12,18903
18903,[O:2].[O:1]=[C:3]-[N:4]>>[Na]-[O:1].C-C-[O:2].[C:3]#[N:4]_1-10-2_0000_0000,12,18904
18904,[O:2]1-[C:1]-[C:3]-[C:4]=[C:5]-[C:6]-1>>[C:1]=[O:2].[C:3]=[C:4]-[C:5]=[C:6]_000000_000000_000000,12,18905
18905,[C:3].[N:1]-[c:2]>>[N:1].Cl-[c:2].C-[Si](-C)(-C)-[C:3]_10-1_000_000,12,18906
18906,[c:1]-[N:2]>>Br-[c:1].C-C(=O)-[N:2]_00_00_00,12,18907
18907,[c:1]-[C:2]>>Br-[c:1].N#[C]-[Fe-3](-[C:2])(-[C]#N)(-[C]#N)(-[C]#N)-[C]#N_00_00_00,12,18908
18908,[N:1]#[N:2]>>[N:1].C-C(-C)-C-C-O-[N:2]=O_20_-10_00,12,18909
18909,[C:1]-[C:2]>>Cl-[C:1].C-O-N(-C)-[C:2]_00_00_00,12,18910
18910,[C:1]-[O:4]-[C:3]=[N:2]>>[C:1]=[N+]=[N-].[N:2]-[C:3]=[O:4]_-1100_0000_0000,12,18911
18911,[n:1]-[c:2].[O:3]=[c:4]>>[n:1].Br-[c:2].[O:3]-[c:4]_0010_0000_0000,12,18912
18912,[C:5]=[C:6]-[C:7]-[C:1]-[C:2]-[C:3]=[O:4]>>[C:1]=[C:2]-[C:3](-[O:4])-[C:5]-[C:6]=[C:7]_0-101000_0000000_0000000,12,18913
18913,[O:2]-[c:3](:[c:1]):[c:4]:[c:5]:[n:6]>>[c:1].C-C-[O:2]-[C:3](=O)\[C:4]=[C:5]/[N:6]_1-10001_000000_000000,12,18914
18914,[c:1]:[o:4]:[n:3]:[c:2]>>F-[c:1].[C:2]=[N:3]/[O:4]_0001_0000_0000,12,18915
18915,[O:3].[N:1]-[C:2]>>[N:1].C-O-[C:2].C-C(=O)-[O:3]_10-1_000_000,12,18916
18916,[C:1]=[C:2]>>O=[C:1].O=S(=O)(-[C:2])-c1:n:c2:c:c:c:c:c:2:s:1_01_00_00,12,18917
18917,[c:1]1:[n:2]:[n:3]:[c:4]:[n:5]:1>>O=[C:1]-[N:2]/[N:3]=[c:4]\[n:5]_01001_00000_00000,12,18918
18918,[c:2]:[o:1]:[c:3]>>O-[O:1].[C:2]-[C:3]_100_000_000,12,18919
18919,[C:1]-[S:4]\[C:3]=[N:2]>>Br-[C:1].[N:2]-[C:3]=[S:4]_0100_0000_0000,12,18920
18920,[C:4]-[N:3]-[C:2]=[N:1]>>[N:1]-[C:2]=[N:3].C-C(-C)(-C)-O-C(=O)-O-[C:4]_1000_0000_0000,12,18921
18921,[n:1]:[c:4]:[c:3]:[n:2]>>[N:1].[N:2].Cl-[C:3]-[C:4]-Cl_1100_0000_0000,12,18922
18922,[c:2]1:[c:3]:[c:4]:[s:5]:[n:1]:1>>[N:1]\[C:2]=[C:3]/[C:4]=[S:5]_20000_00000_00000,12,18923
18923,[C:1]-[O:4]-[C:3]=[C:2]>>Br-[C:1].[C:2]-[C:3]=[O:4]_0100_0000_0000,12,18924
18924,[O:1]-[C:3]-[c:2]>>[O:1].[c:2].C1-O-C-O-[C:3]-O-1_110_000_000,12,18925
18925,[c:4]1:[n:3]:[n:2]:[c:1]:[o:5]:1>>C-C(=O)-O-[C:1]=O.[N:2]-[N:3]-[C:4]=[O:5]_02100_00000_00000,12,18926
18926,[C:2]-[N:1]-[C:3]>>[N:1].C-c1:c:c:c(-S(=O)(=O)-O-[C:2]):c:c:1.C-c1:c:c:c(-S(=O)(=O)-O-[C:3]):c:c:1_200_000_000,12,18927
18927,[n:1]:[c:3]:[o:2]>>[N:1].[O:2].C-O-[C:3]-Cl_110_000_000,12,18928
18928,[c:4]1:[n:5]:[c:1]:[n:2]:[n:3]:1>>O=[C:1]-[N:2]/[N:3]=[C:4]\[N:5]_01001_00000_00000,12,18929
18929,[n:2]:[c:3]:[o:1]>>[O:1].[N:2].Cl-[C:3]-O-C(-Cl)(-Cl)-Cl_110_000_000,12,18930
18930,[N:3].[O:1]-[C:2]>>[K]-[O:1].[C:2]-[N:3]_00-1_000_000,12,18931
18931,[c:1]:[o:4]:[c:3]:[c:2]>>F-[c:1].[C:2]-[C:3]=[O:4]_0100_0000_0000,12,18932
18932,[n:1]:[c:2]-[N:3]>>O=[N:1]-[O-].[C:2]#[N:3]_00-2_100_000,12,18933
18933,[C:5]=[C:6]-[C:7]-[C:1]-[C:2](-[O:3])=[O:4]>>[C:1]-[C:2](=[O:3])-[O:4]-[C:5]-[C:6]=[C:7]_10-10000_0000000_0000000,12,18934
18934,[C:2]-[C:3]-[C:4]-[N:1]>>[N:1].Cl-[C:2].[C:3]=[C:4]_1000_0000_0000,12,18935
18935,[O:1]-[C:2]=[O:3]>>[O:1].[C:2]-[O:3]_121_000_000,12,18936
18936,[N:3].[N:1]-[C:2]>>[N:1].F-c1:c(-F):c(-F):c(-O-[C:2]):c(-F):c:1-F.O=C(-[N:3])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_10-1_000_000,12,18937
18937,[c:2]1:[c:3]:[n:5]:[n:4]:[n:1]:1>>[N:1].[C:2]#[C:3].C-[Si](-C)(-C)-N=[N:4]=[N:5]_20000_0001-1_00000,12,18938
18938,[O:4]-[c:2]1:[c:1]:[c:5]:[c:6]:[c:7]:[n:3]:1>>[C:1]-[C:2](-[N:3])=[O:4].O=[C:5]-[C:6]-[C:7]=O_202-1010_0000000_0000000,12,18939
18939,[c:1]-[O:6]-[c:5]:[c:4]:[c:3]:[n:2]>>Cl-[c:1].[N:2]=[C:3]-[C:4]-[C:5]=[O:6]_000100_000000_000000,12,18940
18940,[c:2]1:[c:3]:[c:4]:[o:5]:[n:1]:1>>C-[N:1](-C)-[C:2]=[C:3]-[C:4]=[O:5]_00000_00000_00000,12,18941
18941,[O:2]-[c:3](:[c:1]):[c:4]:[c:5]:[n:6]>>[c:1].C-[O:2]-[C:3](=O)/[C:4]=[C:5]\[N:6]_1-10001_000000_000000,12,18942
18942,[C:1]-[C:2]>>[C:1]-[Li].Br-[C:2]_00_00_00,13,18943
18943,[N:1]=[C:2]>>[N:1].O=[C:2]-[N:3]_101_000_000,13,18944
18944,[N:6]-[c:5](:[n:2]):[c:4]:[c:3]:[n:1]>>[N:1].[N:2].O-[C:3]-[C:4]-[C:5]#[N:6]_11010-2_000000_000000,13,18945
18945,[C:1]-[S:2]>>Cl-[C:1].N-C(=[NH2+])-[S:2]_00_00_00,13,18946
18946,[O:1]-[C:2]>>[O:1].C#C-C-O-[C:2]_10_00_00,13,18947
18947,[c:1]:[n:2]-[O:3]>>C-C-O-[C:1].[O-]-[N:2]=[O:3]_00-1_010_000,13,18948
18948,[O:2].[c:1]-[c:3]>>Br-[c:1].C-[Si](-C)(-C)-[O:2].C-C1(-C)-O-B(-[c:3])-O-C-1(-C)-C_0-10_000_000,13,18949
18949,[C:1]-[O:4]-[c:3]:[n:2]>>[C:1]=[N+]=[N-].[n:2]:[c:3]=[O:4]_-1100_0000_0000,13,18950
18950,[C:1]-[C:2]=[C:3]>>[C:1]-[Mg]-[Cl].O=[C:2]-[C:3]_001_000_000,13,18951
18951,[N:1]1-[N:2]-[C:6]-[C:5]-[C:4]=[O:3]-1>>[N:1]-[N:2].C-C-[O:3]-[C:4](=O)-[C:5]=[C:6]_1100-10_000000_000000,13,18952
18952,[N:3].[c:5]1:[n:6]:[c:1]:[o:2]:[n:4]:1>>O-[C:1]=[O:2].C-C(-C)(-C)-O-C(=O)-[N:3].O-[N:4]-[C:5]=[N:6]_00-1101_000000_000000,13,18953
18953,[C:1]1-[C:2]-[C:3]-1>>[c:1]:[c:2].C-[S+](-C)(=O)-[C:3]_001_000_000,13,18954
18954,[N:1]-[C:2]>>[N:1].N#C-C-O-[C:2]_10_00_00,13,18955
18955,[N:3].[N:1]-[C:2]>>[N:1].Cl-[C:2].F-C(-F)(-F)-C(=O)-[N:3]_10-1_000_000,13,18956
18956,[c:1]-[S:4]-[C:3]=[O:2]>>I-[c:1].[K]-[O:2]-[C:3]=[S:4]_0000_0000_0000,13,18957
18957,[C:1]=[C:2]>>Br-[C:1].S=[C:2]_10_00_00,13,18958
18958,[C:4]-[c:3](:[c:2]):[c:1]>>Br-[c:1].[C:2]-[C:3]=[C:4]_011-1_0000_0000,13,18959
18959,[Cl:1]-[C:2]>>Cl-C-[Cl:1].[C:2]-S-c1:c:c:c:c:c:1_00_00_00,13,18960
18960,[n:1]:[n:4]:[n:2]:[n:3]>>[n:1].[N:2]-[N:3].O=[N:4]-[O]-[Na]_0210_0000_0000,13,18961
18961,[c:1]1:[n:3]:[c:4]:[n:5]:[s:2]:1>>Cl-[C:1](-Cl)-[S:2].[N:3]-[C:4]=[N:5]_01201_00000_00000,13,18962
18962,[C:1]-[Cl:2]>>C-C-S-[C:1].Cl-S(=O)(=O)-[Cl:2]_00_00_00,13,18963
18963,[O:1]-[C:2]>>[O:1].C-C-S-[C:2]_10_00_00,13,18964
18964,[N:5]-[c:4](:[n:1]):[s:3]:[c:2]>>[N:1].Cl-[c:2].[K]-[S:3]-[C:4]#[N:5]_2000-2_00000_00000,13,18965
18965,[C:1]#[C:2]>>O=[C:1].C-O-P(=O)(-O-C)-[C:2]-C(-C)=O_11_00_00,13,18966
18966,[C:2]-[O:4]-[C:3]-[N:1]>>[N:1].Cl-[C:2].[C:3]=[O:4]_1000_0000_0000,13,18967
18967,[C:2]1-[C:1]-[O:3]-1>>Br-[C:1].[C:2]=[O:3]_100_000_000,13,18968
18968,[O:5]-[c:2]:[n:3]:[c:4]:[n:1]>>[N:1].[C:2]#[N:3].O=[C:4]-[O:5]_20000_00000_00000,13,18969
18969,[n:3].[c:1]-[c:2]>>Cl-[c:1].O-B(-O)-[c:2].C-C(-C)-[Si](-[n:3])(-C(-C)-C)-C(-C)-C_00-1_000_000,13,18970
18970,[c:2]:[n:1]:[c:3]:[c:4]>>[N:1].Cl-[c:2].C-N(-C)-[C:3]=[C:4]_2000_0000_0000,13,18971
18971,[N:1]-[c:2]>>[N:1].Cl-[c:2]_00_-10_00,13,18972
18972,[O:2]-[C:1]-[c:3]>>[C:1].[O:2].Br-[c:3]_010_000_000,13,18973
18973,[N:2]-[C:3]=[C:1]>>O=[C:1].C-C(=O)-[N:2]-[C:3]_0-12_000_000,13,18974
18974,[O:1]=[C:2]-[C:3]=[C:4]-[C:5]=[O:6]>>C-[O:1]-[c:2]:[c:3]:[c:4]:[c:5]-[O:6]-C_000000_000000_000000,13,18975
18975,[c:2]:[n:1]:[c:3]>>[N:1].O=[C:2].Cl-C(-Cl)(-Cl)-[C:3]_400_100_000,13,18976
18976,[Br:1]-[c:2]>>Br-[Br:1].S-[c:2]_00_00_00,13,18977
18977,[O:2].[n:1]-[c:3]>>[n:1].C-[O:2].F-[c:3]_1-10_000_000,13,18978
18978,[C:2]-[C:3]=[O:1]>>[O:1].[C:2]-[Mg]-[I].N#[C:3]_200_000_000,13,18979
18979,[C:1]-[C:2]-[O:3]>>[C:1]-[Zn]-[CH3].[C:2]=[O:3]_00-1_000_000,13,18980
18980,[O:1]-[N:2]>>[O:1].[N:2]-[O-]_10_00_00,13,18981
18981,[O:1]-[C:3]-[C:4]-[O:2]>>[O:1].[O:2].Cl-[C:3]-[C:4]-Cl_1100_0000_0000,13,18982
18982,[O:1]-[C:2]=[C:3]>>[O:1].[C:2]#[C:3]_10-1_000_000,13,18983
18983,[c:3]:[n:2]:[c:4]:[n:1]>>[N:1].[N:2].C-O-[C:3].Cl-C(-Cl)(-Cl)-O-[C:4]-O-C(-Cl)(-Cl)-Cl_1200_0000_0000,13,18984
18984,[c:1]:[c:2]:[c:3]:[n:4]>>[c:1].[C:2]\[C:3]=N/[N:4]_1200_0000_0000,13,18985
18985,[O:3].[O:4].[O:5].[O:1]-[c:2]>>[O:1].Cl-[c:2].O=C(-[O:3])-c1:c:c:c:c:c:1.O=C(-[O:4])-c1:c:c:c:c:c:1.O=C(-[O:5])-c1:c:c:c:c:c:1_10-1-1-1_00000_00000,13,18986
18986,[C:1]=[N:3]-[N:4]=[C:2]>>O=[C:1].O=[C:2].[N:3]-[N:4]_0022_0000_0000,13,18987
18987,[C:2]=[C:3]/[n:1]>>[n:1].[C:2]#[C:3]_1-10_000_000,13,18988
18988,[N:3].[c:1]-[c:2]>>Cl-[c:1].O-B(-O)-[c:2].C-O-c1:c:c:c(-C-[N:3]):c:c:1_00-1_000_000,13,18989
18989,[O:3].[o:1]:[c:2]:[c:4]>>[O:1].Br-[C:2].C-C-[O:3].O=[C:4]_12-10_0000_0000,13,18990
18990,[F:2]-[C:1]-[F:3]>>O=[C:1].C-c1:c:c(-C(-C)(-C)-C):c:c(-C):c:1-S(-F)(-[F:2])-[F:3]_000_000_000,13,18991
18991,[n:1]-[C:2]>>[n:1].C-S(=O)(=O)-[C:2]_10_00_00,13,18992
18992,[N:6]-[c:5]1:[c:4]:[c:3]:[n:1]:[n:2]:1>>[N:1]-[N:2].C-C-O/[C:3]=[C:4]\[C:5]#[N:6]_21000-2_000000_000000,13,18993
18993,[C:1]-[C:2]-[N:3]>>Cl-[C:1].[C:2]-[N:3]=C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_01-2_000_000,13,18994
18994,[I:1]-[C:2]>>[I:1]-[Li].C-S(=O)(=O)-O-[C:2]_00_00_00,13,18995
18995,[C:1]-[C:3]-[C:4]-[C:2]>>C-[Si](-C)(-C)-[C:1].C-C-C-C-O-[C:2].[C:3]=[C:4]_0000_0000_0000,13,18996
18996,[c:1]:[c:3]:[c:4]:[n:2]>>[c:1].C-C(-C)(-C)-C(=O)-O-[N:2].C-C(=O)-O-[C:3]=[C:4]_1001_0000_0000,13,18997
18997,[c:1]-[C:2]>>[Cl]-[Mg]-[c:1].N#C-[C:2]_00_00_00,13,18998
18998,[Br:1]-[C:2]>>[Br:1]-[K].N-[C:2]_00_00_00,13,18999
18999,[c:4]:[c:3]:[c:2]:[n:1]>>[N:1]-[C:2]-[C:3]=[C:4]_1100_0000_0000,13,19000
19000,[n:2].[c:1]-[C:3]>>Br-[c:1].C-C(-C)(-C)-O-C(=O)-[n:2].C-C1(-C)-O-B(-[C:3])-O-C-1(-C)-C_0-10_000_000,13,19001
19001,[c:1]-[C:2]>>[c:1].C-[Si](-C)(-C)-[C:2]_10_00_00,13,19002
19002,[c:1]-[c:2]>>Br-[c:1].[Cl]-[Mg]-[c:2]_00_00_00,13,19003
19003,[c:1]-[B:2]>>I-[c:1].C-C1(-C)-C-O-B(-[B:2])-O-C-1_00_00_00,13,19004
19004,[N:3].[O:4].[C:1]-[c:2]>>[C:1].I-[c:2].C-C(-C)(-C)-O-C(=O)-[N:3]-C(-C)(-C)-[O:4]_10-2-1_0000_0000,13,19005
19005,[F:2]-[C:1]-[F:3]>>O=[C:1].C-N1-C-C-N(-C)-C-1(-[F:2])-[F:3]_000_000_000,13,19006
19006,[C:1]-[C:2]>>[C:1].[C:2]-O-C-c1:c:c:c:c:c:1_10_00_00,13,19007
19007,[O:3].[O:1]-[C:2]>>[O:1].Br-[C:2].[O:3]-C1-C-C-C-C-O-1_10-1_000_000,13,19008
19008,[c:1]1:[c:2]:[c:5]:[c:6]:[c:3]:[c:4]:1>>[C:1]#[C:2].[C:3]#[C:4].[C:5]#[C:6]_000000_000000_000000,13,19009
19009,[n:1]:[n:4]:[c:3]:[n:2]>>[n:1].[N:2].[C:3]#[N:4]_0200_0000_0000,13,19010
19010,[O:1].[C:2]-[C:3]>>C-C(-C)(-C)-[O:1].[C:2]=[C:3]_-1-1-1_000_000,13,19011
19011,[O:3].[N:1]-[C:2]>>[N:1].Cl-[C:2].[O:3]-C1-C-C-C-C-O-1_10-1_000_000,13,19012
19012,[O:3]-[c:2]:[n:5]:[c:4]:[n:1]>>[N:1].O-[C:2]=[O:3].[C:4]#[N:5]_20-100_00000_00000,13,19013
19013,[N:1]-[C:2]>>[N:1].O=[N+](-[O-])-N-[C:2]_10_00_00,13,19014
19014,[N:3].[N:1]-[c:2]>>[N:1].Br-[c:2].O=C(-[N:3])-O-C-c1:c:c:c:c:c:1_10-1_000_000,13,19015
19015,[n:1]:[c:2]:[n:3]>>[N:1].O-[C:2]=O.O=[N:3]-[O-]_20-1_001_000,13,19016
19016,[c:1]-[c:3]:[n:2]>>Cl-[c:1].C-C(-C)(-C)-O-C(=O)-[n:2]:[c:3]-B(-O)-O_0-10_000_000,13,19017
19017,[O:2].[c:1]-[c:3]>>Br-[c:1].C-C-[O:2].C-C-C-[CH2]-[Sn](-[c:3])(-[CH2]-C-C-C)-[CH2]-C-C-C_0-10_000_000,13,19018
19018,[N:1]-[C:2]>>[N:1].[C:2]-n1:n:n:c2:c:c:c:c:c:2:1_10_00_00,13,19019
19019,[c:1]-[C:2]-[N:3]>>[c:1].[C:2]=[N:3]_10-1_000_000,13,19020
19020,[c:1]:[n:2]:[c:3]:[c:4]>>O=[C:1].C-C(=O)-[N:2].O=[C:3]-[C:4]_0201_0000_0000,13,19021
19021,[C:1]-[C:2]>>I-[C:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,13,19022
19022,[C:1]#[N:2]>>O-[C:1]=O.N-S(=O)(=O)-[N:2]_02_00_00,13,19023
19023,[C:1]-[Se:2]>>[C:1].Br-[Se:2]_10_00_00,13,19024
19024,[O:1]-[P:2]>>[O:1].Cl-c1:c:c:c:c:c:1-O-[P:2]_10_00_00,13,19025
19025,[n:1]:[c:2]:[c:3]>>[n:1].O=[C:2]-[C:3]_101_000_000,13,19026
19026,[C:2]1-[C:3]-[O:1]-1>>C-C1(-C)-O-[O:1]-1.[C:2]=[C:3]_000_000_000,13,19027
19027,[N:3].[O:1]-[c:2]>>[O:1].F-[c:2].C-O-c1:c:c:c(-C-[N:3]):c(-O-C):c:1_10-1_000_000,13,19028
19028,[c:2]:[s:3]:[n:1]>>[N:1].[C:2]=[S:3]_200_000_000,13,19029
19029,[C:1]1-[C:3]-[N:4]=[C:5]-[O:2]-1>>[C:1]=[O:2].[C:3]-[N:4]#[C:5]_0010-1_0001-1_00000,13,19030
19030,[O:2].[O:1]-[C:3]>>[O:1].C-C-[O:2].C-S(=O)(=O)-O-[C:3]_1-10_000_000,13,19031
